"id","name","url","address","phone","website","rating","reviews","operation_days","open_time","close_time","spend_price_min","spend_price_max","categories","lat","lng","created_at","updated_at"
35,Goedkoop,https://www.google.com/maps/place/Goedkoop/data=!4m7!3m6!1s0x2e69f6abe345a5d1:0x44b5797767251f9e!8m2!3d-6.2128493!4d106.8127908!16s%2Fg%2F1yh5t8xyl!19sChIJ0aVF46v2aS4Rnh8lZ3d5tUQ?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir No.62, RT.5/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0215734430",https://instagram.com/goedkoopjkt?igshid=YmMyMTA2M2Y=,4.4,2397,Monday-Friday: 09:00-22:00; Saturday & Sunday: 07:30-22:00,09:00:00,22:00:00,50000,75000,Kedai Kopi,-6.2128493,106.8127908,2025-04-28 00:49:07.761 +0700,2025-04-28 02:59:57.022 +0700
37,The Coffee Offside,https://www.google.com/maps/place/The+Coffee+Offside/data=!4m7!3m6!1s0x2e69f7410ac936e9:0xcb73b025858e9dcf!8m2!3d-6.2060902!4d106.8089241!16s%2Fg%2F11sj5cp1tm!19sChIJ6TbJCkH3aS4Rz52OhSWwc8s?authuser=0&hl=id&rclk=1,"Dekat Kedai Andalan Kita, Jl. D. Tondano Jl. Pejompongan Raya No.AA3, RT.11/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,3,,,,,,Kafe,-6.2060902,106.8089241,2025-04-28 00:49:07.765 +0700,2025-04-28 02:59:57.041 +0700
41,KOPIELIH,https://www.google.com/maps/place/KOPIELIH/data=!4m7!3m6!1s0x2e69f74bcb98591b:0x34be3a072ad431ec!8m2!3d-6.2044271!4d106.8091867!16s%2Fg%2F11rplq7mcn!19sChIJG1mYy0v3aS4R7DHUKgc6vjQ?authuser=0&hl=id&rclk=1,"Jl. Penjernihan II, RT.10/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,18,Everyday,17:00:00,00:00:00,,,Kedai Kopi,-6.2044271,106.8091867,2025-04-28 00:49:07.771 +0700,2025-04-28 02:59:57.065 +0700
38,Delico,https://www.google.com/maps/place/Delico/data=!4m7!3m6!1s0x2e69f6bb749d2a55:0x914009170985059b!8m2!3d-6.2037034!4d106.803337!16s%2Fg%2F11j4svyzmr!19sChIJVSqddLv2aS4RmwWFCRcJQJE?authuser=0&hl=id&rclk=1,"1, Jl. Pejompongan Raya No.7, RT.1/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.1,47,Monday-Friday,08:00:00,17:00:00,75000,100000,Restoran,-6.2037034,106.803337,2025-04-28 00:49:07.766 +0700,2025-04-28 02:59:57.326 +0700
49,"Kebab Atung, Palmerah","https://www.google.com/maps/place/Kebab+Atung,+Palmerah/data=!4m7!3m6!1s0x2e69f79e0f31735d:0xc0a86ca55e609207!8m2!3d-6.2067612!4d106.7964377!16s%2Fg%2F11p15n6fl_!19sChIJXXMxD573aS4RB5JgXqVsqMA?authuser=0&hl=id&rclk=1","Daily Kitchen, Jl. Palmerah Utara Raya No.111, Gelora, Kec. Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11480","08192100197",https://linktr.ee/Kebabatung,4.6,10,Everyday,00:00:00,23:59:00,,,Toko Kebab,-6.2067612,106.7964377,2025-04-28 01:53:07.933 +0700,2025-04-28 01:53:07.933 +0700
50,Soto Betawi Babe Iing Pejompongan,https://www.google.com/maps/place/Soto+Betawi+Babe+Iing+Pejompongan/data=!4m7!3m6!1s0x2e69f7b1d5cf3c31:0x2b4c955088c9f298!8m2!3d-6.2045426!4d106.8058181!16s%2Fg%2F11j43f6x8x!19sChIJMTzP1bH3aS4RmPLJiFCVTCs?authuser=0&hl=id&rclk=1,"7, RT.7/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081387141254","",4.2,53,Everyday,11:00:00,22:00:00,25000,50000,Restoran soto,-6.2045426,106.8058181,2025-04-28 02:00:19.735 +0700,2025-04-28 02:00:19.735 +0700
51,Soto Sedap Boyolali Hj. Widodo,https://www.google.com/maps/place/Soto+Sedap+Boyolali+Hj.+Widodo/data=!4m7!3m6!1s0x2e69f75099f88fff:0xdeb7d424fd01a452!8m2!3d-6.2063095!4d106.8074378!16s%2Fg%2F11gxrxx_z4!19sChIJ_4_4mVD3aS4RUqQB_STUt94?authuser=0&hl=id&rclk=1,"Jl. Pejompongan Raya No.23, RT.11/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","08112650705",https://ssbhjhestiwidodo.com/,4.5,2939,Everyday,06:00:00,21:00:00,25000,50000,Restoran soto,-6.2063095,106.8074378,2025-04-28 02:00:19.740 +0700,2025-04-28 02:00:19.740 +0700
52,sop kambing soto ayam bang dedi,https://www.google.com/maps/place/sop+kambing+soto+ayam+bang+dedi/data=!4m7!3m6!1s0x2e69f7f23fe851ed:0xbab11ed446df618!8m2!3d-6.2045291!4d106.8059158!16s%2Fg%2F11h9299r_x!19sChIJ7VHoP_L3aS4RGPZtRO0Rqws?authuser=0&hl=id&rclk=1,"jl pejompongan raya rt7rw6 kel, RT.7/RW.6, Bend. Hilir, kec tanah abang, jakarta, Daerah Khusus Ibukota Jakarta 10210","081383136557","",5.0,1,Monday-Saturday,09:00:00,22:00:00,,,Restoran,-6.2045291,106.8059158,2025-04-28 02:00:19.742 +0700,2025-04-28 02:00:19.742 +0700
53,Soto Mie Sarodja,https://www.google.com/maps/place/Soto+Mie+Sarodja/data=!4m7!3m6!1s0x2e69f6a55ecf14d9:0x53e5bc973f94449b!8m2!3d-6.2066793!4d106.8084913!16s%2Fg%2F1td82txp!19sChIJ2RTPXqX2aS4Rm0SUP5e85VM?authuser=0&hl=id&rclk=1,"Jl. D. Tondano No.27 20, RT.20/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","087881183447","",4.3,598,Everyday,09:00:00,18:00:00,25000,50000,Restoran soto,-6.2066793,106.8084913,2025-04-28 02:00:19.744 +0700,2025-04-28 02:00:19.744 +0700
54,Soto Ayam Lamongan Mbak Neneng,https://www.google.com/maps/place/Soto+Ayam+Lamongan+Mbak+Neneng/data=!4m7!3m6!1s0x2e69f5a92984f8ef:0x39e4c9d0f01b5ac!8m2!3d-6.2069746!4d106.807614!16s%2Fg%2F11wfhcs9tv!19sChIJ7_iEKan1aS4RrLUBD51MngM?authuser=0&hl=id&rclk=1,"UKM Lapangan Merah, Jl. D. Tondano, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.5,4,Everyday,08:00:00,20:00:00,,,Restoran Soto Ayam,-6.2069746,106.807614,2025-04-28 02:00:19.746 +0700,2025-04-28 02:00:19.746 +0700
55,Soto Mie Pakde Seberang SDN Benhil 09,https://www.google.com/maps/place/Soto+Mie+Pakde+Seberang+SDN+Benhil+09/data=!4m7!3m6!1s0x2e69f6b0010f3111:0x3b6eb73dff7495dd!8m2!3d-6.2078931!4d106.8061096!16s%2Fg%2F11gf9pwg6g!19sChIJETEPAbD2aS4R3ZV0_z23bjs?authuser=0&hl=id&rclk=1,"QRR4+RCX, Jl. D. Tondano, RT.11/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.8,4,Everyday,07:00:00,10:00:00,,,Restoran Mie,-6.2078931,106.8061096,2025-04-28 02:00:19.748 +0700,2025-04-28 02:00:19.748 +0700
56,Soto Putra Lamongan,https://www.google.com/maps/place/Soto+Putra+Lamongan/data=!4m7!3m6!1s0x2e69f74b22df3825:0xf994270931431c3e!8m2!3d-6.2043929!4d106.8022561!16s%2Fg%2F11rcnry227!19sChIJJTjfIkv3aS4RPhxDMQknlPk?authuser=0&hl=id&rclk=1,"Jalan Pejompongan No.25-26, RT.14/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,1,Monday-Friday,06:00:00,17:00:00,,,Warung nasi,-6.2043929,106.8022561,2025-04-28 02:00:19.749 +0700,2025-04-28 02:00:19.749 +0700
57,"Soto Tangkar, Pejompongan","https://www.google.com/maps/place/Soto+Tangkar,+Pejompongan/data=!4m7!3m6!1s0x2e69f75eb05d97d3:0x6bd14c459ca0226d!8m2!3d-6.2064705!4d106.8089999!16s%2Fg%2F11ssd6ywnl!19sChIJ05ddsF73aS4RbSKgnEVM0Ws?authuser=0&hl=id&rclk=1","Jl. D. Tondano No.3, RT.1/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,1,,,,,,Restoran soto,-6.2064705,106.8089999,2025-04-28 02:00:19.751 +0700,2025-04-28 02:00:19.751 +0700
58,Soto Sop Bang Cepot,https://www.google.com/maps/place/Soto+Sop+Bang+Cepot/data=!4m7!3m6!1s0x2e69f7f28540ab27:0xf91850b9e8f0538!8m2!3d-6.2042679!4d106.8092435!16s%2Fg%2F11rxph293s!19sChIJJ6tAhfL3aS4ROAWPnguFkQ8?authuser=0&hl=id&rclk=1,"Jl. Penjernihan II, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","087735880304","",5.0,4,Tuesday-Sunday,17:00:00,23:00:00,,,Restoran,-6.2042679,106.8092435,2025-04-28 02:00:19.753 +0700,2025-04-28 02:00:19.753 +0700
59,Soto mas win drpan BJB benhil,https://www.google.com/maps/place/Soto+mas+win+drpan+BJB+benhil/data=!4m7!3m6!1s0x2e69f70038d9feb3:0x8a3d94ac29200681!8m2!3d-6.2115877!4d106.8124331!16s%2Fg%2F11ly_k9fl4!19sChIJs_7ZOAD3aS4RgQYgKayUPYo?authuser=0&hl=id&rclk=1,"QRQ6+9X7, Jl. Bendungan Hilir, RT.5/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,1,,,,,,Restoran Soto Ayam,-6.2115877,106.8124331,2025-04-28 02:00:19.755 +0700,2025-04-28 02:00:19.755 +0700
60,Soto Boyo,https://www.google.com/maps/place/Soto+Boyo/data=!4m7!3m6!1s0x2e69f7344daa0b31:0x53df1415831f2379!8m2!3d-6.2060091!4d106.8092138!16s%2Fg%2F11gpk88xmg!19sChIJMQuqTTT3aS4ReSMfgxUU31M?authuser=0&hl=id&rclk=1,"Jl. D. Tondano Gg. AA No.23 11, RT.11/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,1,Everyday,08:00:00,17:00:00,,,Restoran Soto Ayam,-6.2060091,106.8092138,2025-04-28 02:00:19.757 +0700,2025-04-28 02:00:19.757 +0700
61,Soto ibu eli maknyos,https://www.google.com/maps/place/Soto+ibu+eli+maknyos/data=!4m7!3m6!1s0x2e69f73262ea3bef:0x23ee89ca5b1aa3d1!8m2!3d-6.2036355!4d106.8014988!16s%2Fg%2F11j5hs9_50!19sChIJ7zvqYjL3aS4R0aMaW8qJ7iM?authuser=0&hl=id&rclk=1,"Jl.petamburan 7 rt 010 rw.007 no.17 Sebrang menara bni pejompongan Pinggir rel kereta Dekat pintu kereta, RT.10/RW.7, Slipi, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260","081318310091","",4.5,4,Monday-Friday: 09:00-21:00; Saturday: 09:00-19:00,09:00:00,21:00:00,,,Restoran Soto Ayam,-6.2036355,106.8014988,2025-04-28 02:00:19.758 +0700,2025-04-28 02:00:19.758 +0700
62,Pondok Sate Djono Jogya Pejompongan,https://www.google.com/maps/place/Pondok+Sate+Djono+Jogya+Pejompongan/data=!4m7!3m6!1s0x2e69f401a68cdabf:0x1648394b3613cc11!8m2!3d-6.2040502!4d106.8056746!16s%2Fg%2F1v24_qj9!19sChIJv9qMpgH0aS4REcwTNks5SBY?authuser=0&hl=id&rclk=1,"Jalan Penjernihan 1 No. 5B, Pejompongan, RT.7/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0215701292","",4.4,3274,Everyday,09:00:00,21:00:00,,,Restoran,-6.2040502,106.8056746,2025-04-28 02:02:22.527 +0700,2025-04-28 02:02:22.527 +0700
65,McDonald's Plaza Sentral,https://www.google.com/maps/place/McDonald%27s+Plaza+Sentral/data=!4m7!3m6!1s0x2e69f6aab506d1af:0xb06b276d3229e9e!8m2!3d-6.217378!4d106.8161499!16s%2Fg%2F1yglpdr3z!19sChIJr9EGtar2aS4Rnp4i03ayBgs?authuser=0&hl=id&rclk=1,"Ground Floor, Jl. Garnisun No.Kav.47 48, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 10250","0215710922",http://www.mcdonalds.co.id/,4.5,4925,Everyday,00:00:00,23:59:00,25000,50000,Restoran Cepat Saji,-6.217378,106.8161499,2025-04-28 02:35:59.627 +0700,2025-04-28 02:35:59.627 +0700
66,McDonald's Palmerah,https://www.google.com/maps/place/McDonald%27s+Palmerah/data=!4m7!3m6!1s0x2e69f7ea9de10c55:0xa8f91e00ba5be06f!8m2!3d-6.2072035!4d106.7911593!16s%2Fg%2F11g1fsrzbg!19sChIJVQzhner3aS4Rb-BbugAe-ag?authuser=0&hl=id&rclk=1,"Jl. Palmerah Barat No.110, RT.8/RW.8, Palmerah, Palmerah Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","","",4.5,4918,Everyday,00:00:00,23:59:00,25000,50000,Restoran Cepat Saji,-6.2072035,106.7911593,2025-04-28 02:35:59.632 +0700,2025-04-28 02:35:59.632 +0700
28,Jak Coffee Tea - Supplier Roastery,https://www.google.com/maps/place/Jak+Coffee+Tea+-+Supplier+Roastery/data=!4m7!3m6!1s0x2e69f73948e9f793:0x6cd021dd8207d58c!8m2!3d-6.2084604!4d106.8077538!16s%2Fg%2F11jwzz4f4s!19sChIJk_fpSDn3aS4RjNUHgt0h0Gw?authuser=0&hl=id&rclk=1,"Jl. Danau Limboto No.D2 No. 5, RT.13/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.9,196,Everyday,00:00:00,23:59:00,25000,50000,Kedai Kopi,-6.2084604,106.8077538,2025-04-28 00:49:07.749 +0700,2025-04-28 02:59:56.774 +0700
64,Kafe Gamat Bendungan Hilir,https://www.google.com/maps/place/Kafe+Gamat+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f713667bb19d:0x6d1b9a781b85c46b!8m2!3d-6.2075845!4d106.8091315!16s%2Fg%2F11plh3fvbf!19sChIJnbF7ZhP3aS4Ra8SFG3iaG20?authuser=0&hl=id&rclk=1,"Jl. Danau Toba No.A49, RT.4/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081323919788","",4.6,1340,Everyday,09:00:00,23:00:00,50000,75000,Kedai Kopi,-6.2075845,106.8091315,2025-04-28 02:35:16.251 +0700,2025-04-28 02:59:56.785 +0700
71,Syandana Coffee & Eatery,https://www.google.com/maps/place/Syandana+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f722be61f7c5:0x980040be6f780883!8m2!3d-6.204192!4d106.8044109!16s%2Fg%2F11fjw3vfbf!19sChIJxfdhviL3aS4Rgwh4b75AAJg?authuser=0&hl=id&rclk=1,"12, Jl. Pejompongan III No.11, RT.3/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081399205107",http://www.instagram.com/syandana.coffee,4.6,60,Monday-Saturday,09:00:00,20:00:00,,,Kafe,-6.204192,106.8044109,2025-04-28 02:59:56.822 +0700,2025-04-28 02:59:56.822 +0700
73,ON ROOF,https://www.google.com/maps/place/ON+ROOF/data=!4m7!3m6!1s0x2e69f7487e600cd9:0xea3932a829f9c5db!8m2!3d-6.2042747!4d106.8061464!16s%2Fg%2F11jskl5sjs!19sChIJ2Qxgfkj3aS4R28X5KagyOeo?authuser=0&hl=id&rclk=1,"Jl. Pam Lama No.1A, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081283636602",https://bit.ly/m/onroof,4.6,500,Monday-Thursday: 08:00-23:00; Friday: 08:00-22:30; Saturday & Sunday: 08:00-23:00,08:00:00,23:00:00,25000,50000,Kafe,-6.2042747,106.8061464,2025-04-28 02:59:56.843 +0700,2025-04-28 02:59:56.843 +0700
74,Sohre Coffee,https://www.google.com/maps/place/Sohre+Coffee/data=!4m7!3m6!1s0x2e69f7c8880a2105:0x9d2fb5a4159d3d2!8m2!3d-6.2132261!4d106.8120255!16s%2Fg%2F11v0jdb8k8!19sChIJBSEKiMj3aS4R0tNZQVr70gk?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir Gg. IV No.9, Bend. Hilir, Kecamatan Tanah Abang, Jakarta, Daerah Khusus Ibukota Jakarta 10210","085175026889",https://www.instagram.com/sohrecoffee/,4.8,181,Monday-Friday: 09:00-20:00; Saturday & Sunday: 07:00-21:00,09:00:00,20:00:00,50000,75000,Kedai Kopi,-6.2132261,106.8120255,2025-04-28 02:59:56.858 +0700,2025-04-28 02:59:56.858 +0700
75,Fore Coffee - Bendungan Hilir,https://www.google.com/maps/place/Fore+Coffee+-+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f752b0af55d1:0x30815caa77835b21!8m2!3d-6.212296!4d106.8125203!16s%2Fg%2F11bw1q1vnl!19sChIJ0VWvsFL3aS4RIVuDd6pcgTA?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir No.74 5, RT.5/RW.3, Bend. Hilir, Kecamatan Tanah Abang, akarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081211118456",https://fore.coffee/,4.6,427,Everyday,07:00:00,22:00:00,25000,50000,Kafe,-6.212296,106.8125203,2025-04-28 02:59:56.867 +0700,2025-04-28 02:59:56.867 +0700
77,TOMORO COFFEE - Tanah Abang,https://www.google.com/maps/place/TOMORO+COFFEE+-+Tanah+Abang/data=!4m7!3m6!1s0x2e69f7585c4855cb:0x4157a7e72138d74!8m2!3d-6.1870133!4d106.8158965!16s%2Fg%2F11l1mc2tcj!19sChIJy1VIXFj3aS4RdI0Tcn56FQQ?authuser=0&hl=id&rclk=1,"Jl. H. Fachrudin No.51 G/LS/001, RT.10/RW.7, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250","","",4.9,146,,,,1000,50000,Kedai Kopi,-6.1870133,106.8158965,2025-04-28 02:59:56.884 +0700,2025-04-28 02:59:56.884 +0700
79,KOPTE - Bendungan Hilir,https://www.google.com/maps/place/KOPTE+-+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f706ea961a61:0xbc6f3158e86b76a2!8m2!3d-6.2060326!4d106.8088733!16s%2Fg%2F11p_1dbxd8!19sChIJYRqW6gb3aS4RonZr6Fgxb7w?authuser=0&hl=id&rclk=1,"Jl. D. Tondano No.3 Blok AA, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.6,45,Monday-Friday: 10:00-22:00; Saturday & Sunday: 10:00-19:00,10:00:00,22:00:00,1000,25000,Kedai Kopi,-6.2060326,106.8088733,2025-04-28 02:59:56.901 +0700,2025-04-28 02:59:56.901 +0700
80,M88 Coffee Shop,https://www.google.com/maps/place/M88+Coffee+Shop/data=!4m7!3m6!1s0x2e69f500491ac04b:0x8f9ea1fbde887ac2!8m2!3d-6.1881089!4d106.8204353!16s%2Fg%2F11vptsyvtw!19sChIJS8AaSQD1aS4RwnqI3vuhno8?authuser=0&hl=id&rclk=1,"Jl. Kb. Kacang 1 No.105, RT.12/RW.2, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240","085136364488",http://msha.ke/sturgeoncoffee,4.9,21,Everyday,00:00:00,23:59:00,25000,50000,Kedai Kopi,-6.1881089,106.8204353,2025-04-28 02:59:56.911 +0700,2025-04-28 02:59:56.911 +0700
81,Nombria Rooftop,https://www.google.com/maps/place/Nombria+Rooftop/data=!4m7!3m6!1s0x2e69f70919208055:0x143c5522bb6ff18!8m2!3d-6.208373!4d106.8059094!16s%2Fg%2F11wfm94747!19sChIJVYAgGQn3aS4RGP-2K1LFQwE?authuser=0&hl=id&rclk=1,"Jl. Danau Limboto No.100 No.C2, RT.10/RW.4, Pejompongan, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","08129240391","",4.8,63,Everyday,11:00:00,22:00:00,50000,75000,Kafe,-6.208373,106.8059094,2025-04-28 02:59:56.918 +0700,2025-04-28 02:59:56.918 +0700
82,TOMORO COFFEE - Bendungan Hilir,https://www.google.com/maps/place/TOMORO+COFFEE+-+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f7002d26db6f:0xf554fe06bd6f4e7d!8m2!3d-6.2133211!4d106.8126475!16s%2Fg%2F11vkbf40sn!19sChIJb9smLQD3aS4RfU5vvQb-VPU?authuser=0&hl=id&rclk=1,"QRP7+M3C, RT.2/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.7,211,Everyday,09:00:00,23:00:00,25000,50000,Kedai Kopi,-6.2133211,106.8126475,2025-04-28 02:59:56.925 +0700,2025-04-28 02:59:56.925 +0700
42,Gleg Coffee,https://www.google.com/maps/place/Gleg+Coffee/data=!4m7!3m6!1s0x2e69f7d7f28cf683:0xc0b5c7a24af723fe!8m2!3d-6.2044581!4d106.8051729!16s%2Fg%2F11h20mln0j!19sChIJg_aM8tf3aS4R_iP3SqLHtcA?authuser=0&hl=id&rclk=1,"Jl. Pejompongan Raya No.2, RT.1/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0215710300","",4.6,25,Everyday,16:00:00,00:00:00,,,Kafe,-6.2044581,106.8051729,2025-04-28 00:49:07.773 +0700,2025-04-28 02:59:56.933 +0700
84,TOMORO COFFEE - MRT Bendungan Hilir,https://www.google.com/maps/place/TOMORO+COFFEE+-+MRT+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f500748601a1:0x538112475a799dd7!8m2!3d-6.2150098!4d106.8179427!16s%2Fg%2F11vskw5ynj!19sChIJoQGGdAD1aS4R1515WkcSgVM?authuser=0&hl=id&rclk=1,"QRM9+X5W, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 10250","","",4.8,117,Everyday,07:00:00,22:00:00,1000,25000,Kedai Kopi,-6.2150098,106.8179427,2025-04-28 02:59:56.943 +0700,2025-04-28 02:59:56.943 +0700
85,Primordial Caffe,https://www.google.com/maps/place/Primordial+Caffe/data=!4m7!3m6!1s0x2e69f71c2584941d:0xb2922b796bec52f7!8m2!3d-6.209659!4d106.807408!16s%2Fg%2F11sff23pq5!19sChIJHZSEJRz3aS4R91Lsa3krkrI?authuser=0&hl=id&rclk=1,"Jl. Danau Poso Blok: D 1 No.19, RT.12/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","085695646365","",4.9,30,Everyday,08:00:00,00:00:00,,,Kedai Kopi,-6.209659,106.807408,2025-04-28 02:59:56.952 +0700,2025-04-28 02:59:56.952 +0700
86,MOGI Cafe & Catering,https://www.google.com/maps/place/MOGI+Cafe+%26+Catering/data=!4m7!3m6!1s0x2e69f76d161006d3:0x86dbaf3dd264ff6c!8m2!3d-6.2139294!4d106.8129418!16s%2Fg%2F11lfpz3hv3!19sChIJ0wYQFm33aS4RbP9k0j2v24Y?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir Gg. 7 No.2, RT.4/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081283339398",https://www.instagram.com/mogicafebenhil/,4.4,134,Monday-Friday: 09:30-00:00; Saturday & Sunday: 11:00-20:00,09:30:00,00:00:00,25000,50000,Kafe,-6.2139294,106.8129418,2025-04-28 02:59:56.960 +0700,2025-04-28 02:59:56.960 +0700
87,"Jiwa Tea and Jiwa toast, Benhil","https://www.google.com/maps/place/Jiwa+Tea+and+Jiwa+toast,+Benhil/data=!4m7!3m6!1s0x2e69f7527ffcf4df:0xc224beffadb6225d!8m2!3d-6.2074645!4d106.8105777!16s%2Fg%2F11sytyjbhv!19sChIJ3_T8f1L3aS4RXSK2rf--JMI?authuser=0&hl=id&rclk=1","QRV6+268, Jl. Bendungan Hilir, RT.2/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.4,57,,,,25000,50000,Kafe,-6.2074645,106.8105777,2025-04-28 02:59:56.968 +0700,2025-04-28 02:59:56.968 +0700
88,Hello Benhil,https://www.google.com/maps/place/Hello+Benhil/data=!4m7!3m6!1s0x2e69f79d90f71065:0x4ca9d5e5abbd3833!8m2!3d-6.2062735!4d106.8091076!16s%2Fg%2F11s43bnhl0!19sChIJZRD3kJ33aS4RMzi9q-XVqUw?authuser=0&hl=id&rclk=1,"Jalan Danau Tondano A4A, Bend. Hilir, Daerah Khusus Ibukota Jakarta 10210","",https://www.instagram.com/hellobenhil/,4.3,67,,,,25000,50000,Kafe,-6.2062735,106.8091076,2025-04-28 02:59:56.978 +0700,2025-04-28 02:59:56.978 +0700
89,Atap Rumah Cafe,https://www.google.com/maps/place/Atap+Rumah+Cafe/data=!4m7!3m6!1s0x2e69f79afb7d12cb:0xcbf6f0ea8207ef8e!8m2!3d-6.206363!4d106.804407!16s%2Fg%2F11fhrz2lrp!19sChIJyxJ9-5r3aS4Rju8Hgurw9ss?authuser=0&hl=id&rclk=1,"Jl. Penjernihan IV No.9 12, RT.4/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","02125981666","",4.4,373,Everyday,09:00:00,22:00:00,50000,75000,Kafe,-6.206363,106.804407,2025-04-28 02:59:56.986 +0700,2025-04-28 02:59:56.986 +0700
91,Tiku Cafe 98,https://www.google.com/maps/place/Tiku+Cafe+98/data=!4m7!3m6!1s0x2e69f77feea5c1e1:0x892959c4892a1c00!8m2!3d-6.2102332!4d106.8117638!16s%2Fg%2F11f658yjvj!19sChIJ4cGl7n_3aS4RABwqicRZKYk?authuser=0&hl=id&rclk=1,"Jl Danau Toba Pav 145, RT.7/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","081267046006",http://www.facebook.com/Tiku-Cafe-98-Benhil-Jakarta-Pusat-208078123312764/,4.9,17,Everyday,00:00:00,23:59:00,,,Kafe,-6.2102332,106.8117638,2025-04-28 02:59:57.003 +0700,2025-04-28 02:59:57.003 +0700
